08;Lorentzweiler                           ;LORENTZWEILER                           ;27.01.2009;05;O
09;Mersch                                  ;MERSCH                                  ;27.01.2009;05;O
10;Nommern                                 ;NOMMERN                                 ;27.01.2009;05;O
11;Tuntange                                ;TUNTANGE                                ;27.01.2009;05;N
12;Helperknapp                             ;HELPERKNAPP                             ;18.10.2017;05;O
01;Wincrange                               ;WINCRANGE                               ;27.01.2009;06;O
03;Clervaux                                ;CLERVAUX                                ;27.01.2009;06;N
04;Consthum                                ;CONSTHUM                                ;27.01.2009;06;N
06;Heinerscheid                            ;HEINERSCHEID                            ;27.01.2009;06;N
07;Hosingen                                ;HOSINGEN                                ;27.01.2009;06;N
08;Munshausen                              ;MUNSHAUSEN                              ;27.01.2009;06;N
09;Troisvierges                            ;TROISVIERGES                            ;27.01.2009;06;O
10;Weiswampach                             ;WEISWAMPACH                             ;04.04.2016;06;O
11;Clervaux                                ;CLERVAUX                                ;04.12.2015;06;O
12;Parc Hosingen                           ;PARC HOSINGEN                           ;01.01.2012;06;O
01;Bastendorf                              ;BASTENDORF                              ;01.02.2000;07;N
02;Bettendorf                              ;BETTENDORF                              ;27.01.2009;07;O
03;Bourscheid                              ;BOURSCHEID                              ;04.12.2015;07;O
04;Diekirch                                ;DIEKIRCH                                ;04.12.2015;07;O
05;Ermsdorf                                ;ERMSDORF                                ;27.01.2009;07;N
06;Erpeldange-sur-Sûre                     ;ERPELDANGE-SUR-SURE                     ;04.12.2015;07;O
07;Ettelbruck                              ;ETTELBRUCK                              ;27.01.2009;07;O
08;Feulen                                  ;FEULEN                                  ;27.01.2009;07;O
09;Hoscheid                                ;HOSCHEID                                ;27.01.2009;07;N
10;Medernach                               ;MEDERNACH                               ;27.01.2009;07;N
11;Mertzig                                 ;MERTZIG                                 ;27.01.2009;07;O
12;Reisdorf                                ;REISDORF                                ;27.01.2009;07;O
13;Schieren                                ;SCHIEREN                                ;27.01.2009;07;O
14;Vallée de l'Ernz                        ;VALLEE DE L'ERNZ                        ;04.12.2015;07;O
02;Beckerich                               ;BECKERICH                               ;27.01.2009;08;O
03;Préizerdaul                             ;PREIZERDAUL                             ;27.01.2009;08;O
05;Ell                                     ;ELL                                     ;27.01.2009;08;O
06;Rambrouch                               ;RAMBROUCH                               ;04.12.2015;08;O
07;Grosbous                                ;GROSBOUS                                ;27.01.2009;08;O
09;Redange/Attert                          ;REDANGE/ATTERT                          ;04.12.2015;08;O
10;Saeul                                   ;SAEUL                                   ;27.01.2009;08;O
11;Useldange                               ;USELDANGE                               ;27.01.2009;08;O
12;Vichten                                 ;VICHTEN                                 ;27.01.2009;08;O
13;Wahl                                    ;WAHL                                    ;04.12.2015;08;O
01;Boulaide                                ;BOULAIDE                                ;27.01.2009;09;O
02;Esch-sur-Sûre                           ;ESCH-SUR-SURE                           ;27.01.2009;09;N
03;Eschweiler                              ;ESCHWEILER                              ;27.01.2009;09;N
04;Goesdorf                                ;GOESDORF                                ;27.01.2009;09;O
05;Lac de la Haute-Sûre                    ;LAC DE LA HAUTE-SURE                    ;27.01.2009;09;O
06;Heiderscheid                            ;HEIDERSCHEID                            ;27.01.2009;09;N
07;Kautenbach                              ;KAUTENBACH                              ;01.02.2000;09;N
09;Neunhausen                              ;NEUNHAUSEN                              ;27.01.2009;09;N
11;Wiltz                                   ;WILTZ                                   ;27.01.2009;09;N
12;Wilwerwiltz                             ;WILWERWILTZ                             ;01.02.2000;09;N
13;Winseler                                ;WINSELER                                ;27.01.2009;09;O
14;Kiischpelt                              ;KIISCHPELT                              ;27.01.2009;09;O
15;Esch-sur-Sûre                           ;ESCH-SUR-SURE                           ;07.12.2011;09;O
16;Wiltz                                   ;WILTZ                                   ;04.12.2015;09;O
01;Fouhren                                 ;FOUHREN                                 ;01.02.2000;10;N
02;Putscheid                               ;PUTSCHEID                               ;04.12.2015;10;O
03;Vianden                                 ;VIANDEN                                 ;04.12.2015;10;O
04;Tandel                                  ;TANDEL                                  ;27.01.2009;10;O
01;Beaufort                                ;BEAUFORT                                ;27.01.2009;11;O
02;Bech                                    ;BECH                                    ;27.01.2009;11;O
03;Berdorf                                 ;BERDORF                                 ;04.12.2015;11;O
04;Consdorf                                ;CONSDORF                                ;27.01.2009;11;O
05;Echternach                              ;ECHTERNACH                              ;27.01.2009;11;O
06;Mompach                                 ;MOMPACH                                 ;27.01.2009;11;N
07;Rosport                                 ;ROSPORT                                 ;04.12.2015;11;N
08;Waldbillig                              ;WALDBILLIG                              ;27.01.2009;11;O
09;Rosport-Mompach                         ;ROSPORT-MOMPACH                         ;18.10.2017;11;O
01;Betzdorf                                ;BETZDORF                                ;27.01.2009;12;O
02;Biwer                                   ;BIWER                                   ;27.01.2009;12;O
03;Flaxweiler                              ;FLAXWEILER                              ;04.12.2015;12;O
04;Grevenmacher                            ;GREVENMACHER                            ;04.12.2015;12;O
05;Junglinster                             ;JUNGLINSTER                             ;27.01.2009;12;O
06;Manternach                              ;MANTERNACH                              ;27.01.2009;12;O
07;Mertert                                 ;MERTERT                                 ;27.01.2009;12;O
09;Wormeldange                             ;WORMELDANGE                             ;27.01.2009;12;O
00;Bous                                    ;BOUS                                    ;01.02.2000;13;O
01;Burmerange                              ;BURMERANGE                              ;27.01.2009;13;N
02;Dalheim                                 ;DALHEIM                                 ;27.01.2009;13;O
03;Lenningen                               ;LENNINGEN                               ;27.01.2009;13;O
04;Mondorf-les-Bains                       ;MONDORF-LES-BAINS                       ;04.12.2015;13;O
05;Schengen                                ;SCHENGEN                                ;27.01.2009;13;N
06;Remich                                  ;REMICH                                  ;27.01.2009;13;O
07;Stadtbredimus                           ;STADTBREDIMUS                           ;27.01.2009;13;O
08;Waldbredimus                            ;WALDBREDIMUS                            ;27.01.2009;13;O
09;Wellenstein                             ;WELLENSTEIN                             ;27.01.2009;13;N
10;Schengen                                ;SCHENGEN                                ;07.12.2011;13;O
