00592;Rue St Gengoul                          ;RUE ST GENGOUL                          ;GENGOUL   ;31023; ;N;          ;?;18.09.2009;  ;?;    ;?;00001; ;N;Rue St Gengoul                
08702;Rue Albert Einstein                     ;RUE ALBERT EINSTEIN                     ;EINSTEIN  ;     ;?;N;          ;?;29.01.2013;  ;?;    ;?;00001; ;N;Rue Albert Einstein           
08703;Brandgässel                             ;BRANDGASSEL                             ;BRANDGASSE;     ;?;N;          ;?;29.01.2013;  ;?;    ;?;00001; ;N;Brandgässel                   
00593;Rue St Joseph                           ;RUE ST JOSEPH                           ;JOSEPH    ;11126; ;N;          ;?;18.09.2009;  ;?;    ;?;00001; ;N;Rue St Joseph                 
00594;Rue St Mathieu                          ;RUE ST MATHIEU                          ;MATHIEU   ;41061; ;N;          ;?;18.09.2009;CR; ;218 ; ;00001; ;N;Rue St Mathieu                
00595;Rue St Quirin                           ;RUE ST QUIRIN                           ;QUIRIN    ;51063; ;N;          ;?;18.09.2009;  ;?;    ;?;00001; ;N;Rue St Quirin                 
00596;Rue St Ulric                            ;RUE ST ULRIC                            ;ULRIC     ;61052; ;N;          ;?;18.09.2009;  ;?;    ;?;00001; ;N;Rue St Ulric                  
00597;Rue St Willibrord                       ;RUE ST WILLIBRORD                       ;WILLIBRORD;61085; ;N;          ;?;18.09.2009;  ;?;    ;?;00001; ;N;Rue St Willibrord             
00598;Rue Ste Catherine                       ;RUE STE CATHERINE                       ;CATHERINE ;11095; ;N;          ;?;18.09.2009;  ;?;    ;?;00001; ;N;Rue Ste Catherine             
00599;Rue Ste Zithe                           ;RUE STE ZITHE                           ;ZITHE     ;61093; ;N;          ;?;18.09.2009;  ;?;    ;?;00001; ;N;Rue Ste Zithe                 
00600;Rue Théodore Eberhard                   ;RUE THEODORE EBERHARD                   ;EBERHARD  ;21055; ;N;          ;?;19.05.2015;  ;?;    ;?;00001; ;N;RUE THEODORE EBERHARD         
00601;Rue Théophile Funck-Brentano            ;RUE THEOPHILE FUNCK-BRENTANO            ;FUNCK-BREN;11079; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;Rue Théophile Funck-Brentano  
00602;Rue Thomas Byrne                        ;RUE THOMAS BYRNE                        ;BYRNE     ;11088; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE THOMAS BYRNE              
00603;Rue Tony Bourg                          ;RUE TONY BOURG                          ;BOURG     ;10756; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE TONY BOURG                
00604;Rue Tony Dutreux                        ;RUE TONY DUTREUX                        ;DUTREUX   ;21053; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE TONY DUTREUX              
00605;Rue Tony Neuman                         ;RUE TONY NEUMAN                         ;NEUMAN    ;10087; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE TONY NEUMAN               
00606;Rue Tubis                               ;RUE TUBIS                               ;TUBIS     ;61049; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE TUBIS                     
00607;Rue Vauban                              ;RUE VAUBAN                              ;VAUBAN    ;61056; ;N;          ;?;04.02.2003;CR; ;218 ; ;00001; ;N;RUE VAUBAN                    
00608;Rue Giuseppe Verdi                      ;RUE GIUSEPPE VERDI                      ;VERDI     ;61057; ;N;          ;?;30.09.2011;  ;?;    ;?;00001; ;N;RUE GIUSEPPE VERDI            
00609;Rue Verte                               ;RUE VERTE                               ;VERTE     ;61061; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE VERTE                     
00610;Rue Victor Ferrant                      ;RUE VICTOR FERRANT                      ;FERRANT   ;21088; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE VICTOR FERRANT            
00611;Rue Walram                              ;RUE WALRAM                              ;WALRAM    ;61071; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE WALRAM                    
00612;Rue William Turner                      ;RUE WILLIAM TURNER                      ;TURNER    ;61051; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE WILLIAM TURNER            
00613;Rue Willy Goergen                       ;RUE WILLY GOERGEN                       ;GOERGEN   ;31035; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE WILLY GOERGEN             
00614;Rue Wilson                              ;RUE WILSON                              ;WILSON    ;61087; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE WILSON                    
00615;Rue W.A. Mozart                         ;RUE W.A. MOZART                         ;MOZART    ;41084; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE W.A. MOZART               
00616;Rue Wurth-Paquet                        ;RUE WURTH-PAQUET                        ;WURTH-PAQU;51020; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE WURTH-PAQUET              
06776;Rue de l'Ancien Athénée                 ;RUE DE L'ANCIEN ATHENEE                 ;ATHENEE   ;11035; ;N;          ;?;20.11.2000;  ;?;    ;?;00001; ;N;Rue de l'Ancien Athénée       
06777;Place des Bains                         ;PLACE DES BAINS                         ;BAINS     ;     ;?;N;          ;?;20.11.2000;  ;?;    ;?;00001; ;N;Place des Bains               
00002;Allée des Poiriers                      ;ALLEE DES POIRIERS                      ;POIRIERS  ;10486; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;ALLEE DES POIRIERS            
00275;Rue de Rollingergrund                   ;RUE DE ROLLINGERGRUND                   ;ROLLINGERG;51085; ;N;          ;?;04.02.2003;N ; ;12  ; ;00001; ;N;RUE DE ROLLINGERGRUND         
06833;Place de Metz                           ;PLACE DE METZ                           ;METZ      ;41069; ;N;          ;?;28.11.2000;N ; ;2   ; ;00001; ;N;Place de Metz                 
06834;Rue Aloyse Meyer                        ;RUE ALOYSE MEYER                        ;MEYER     ;21569; ;N;          ;?;21.11.2000;  ;?;    ;?;00001; ;N;Rue Aloyse Meyer              
06835;Square Aloyse Meyer                     ;SQUARE ALOYSE MEYER                     ;MEYER     ;41074; ;N;          ;?;21.11.2000;  ;?;    ;?;00001; ;N;Square Aloyse Meyer           
00276;Rue de Salm                             ;RUE DE SALM                             ;SALM      ;11446; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DE SALM                   
00277;Rue de Saint-Hubert                     ;RUE DE SAINT-HUBERT                     ;HUBERT    ;31073; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DE SAINT-HUBERT           
00278;Rue de Saint-Vith                       ;RUE DE SAINT-VITH                       ;SAINT-VITH;61066; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DE SAINT-VITH             
00279;Rue de Stavelot                         ;RUE DE STAVELOT                         ;STAVELOT  ;61026; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DE STAVELOT               
00280;Rue de Strasbourg                       ;RUE DE STRASBOURG                       ;STRASBOURG;61029; ;N;          ;?;04.02.2003;CR; ;223 ; ;00001; ;N;RUE DE STRASBOURG             
00281;Rue de Strassen                         ;RUE DE STRASSEN                         ;STRASSEN  ;61030; ;N;          ;?;04.02.2003;CR; ;230 ; ;00001; ;N;RUE DE STRASSEN               
00282;Rue de Trèves                           ;RUE DE TREVES                           ;TREVES    ;61047; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DE TREVES                 
00283;Rue de Vianden                          ;RUE DE VIANDEN                          ;VIANDEN   ;61063; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DE VIANDEN                
00284;Rue de Virton                           ;RUE DE VIRTON                           ;VIRTON    ;61065; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DE VIRTON                 
00285;Rue de Wiltz                            ;RUE DE WILTZ                            ;WILTZ     ;61089; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DE WILTZ                  
00286;Rue Demy Schlechter                     ;RUE DEMY SCHLECHTER                     ;SCHLECHTER;51099; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DEMY SCHLECHTER           
00287;Rue des Alouettes                       ;RUE DES ALOUETTES                       ;ALOUETTES ;11011; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DES ALOUETTES             
00288;Rue des Anémones                        ;RUE DES ANEMONES                        ;ANEMONES  ;11019; ;N;          ;?;12.12.2014;  ;?;    ;?;00001; ;N;Rue des Anémones              
00289;Rue des Ardennes                        ;RUE DES ARDENNES                        ;ARDENNES  ;11024; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DES ARDENNES              
00290;Rue des Arquebusiers                    ;RUE DES ARQUEBUSIERS                    ;ARQUEBUSIE;11029; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DES ARQUEBUSIERS          
00291;Rue des Artisans                        ;RUE DES ARTISANS                        ;ARTISANS  ;11032; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DES ARTISANS              
00292;Rue des Aubépines                       ;RUE DES AUBEPINES                       ;AUBEPINES ;11036; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DES AUBEPINES             
06836;Rue de la Monnaie                       ;RUE DE LA MONNAIE                       ;MONNAIE   ;71017; ;N;          ;?;21.11.2000;  ;?;    ;?;00001; ;N;Rue de la Monnaie             
06837;Rue Jean Monnet                         ;RUE JEAN MONNET                         ;MONNET    ;17016; ;N;          ;?;21.11.2000;  ;?;    ;?;00001; ;N;Rue Jean Monnet               
06838;Rue Léo Moulin                          ;RUE LEO MOULIN                          ;MOULIN    ;10448; ;N;          ;?;10.09.2018;  ;?;    ;?;00001; ;N;Rue Léo Moulin                
00293;Rue des Bains                           ;RUE DES BAINS                           ;BAINS     ;11041; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DES BAINS                 
00294;Rue des Bleuets                         ;RUE DES BLEUETS                         ;BLEUETS   ;11063; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DES BLEUETS               
00295;Rue des Capucins                        ;RUE DES CAPUCINS                        ;CAPUCINS  ;11091; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DES CAPUCINS              
00296;Rue des Carrières                       ;RUE DES CARRIERES                       ;CARRIERES ;11094; ;N;          ;?;12.12.2014;  ;?;    ;?;00001; ;N;Rue des Carrières             
00297;Rue des Celtes                          ;RUE DES CELTES                          ;CELTES    ;11096; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DES CELTES                
00298;Rue des Cerisiers                       ;RUE DES CERISIERS                       ;CERISIERS ;11098; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DES CERISIERS             
00299;Rue des Champs                          ;RUE DES CHAMPS                          ;CHAMPS    ;21002; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DES CHAMPS                
00300;Rue des Cigales                         ;RUE DES CIGALES                         ;CIGALES   ;21016; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DES CIGALES               
00301;Rue des Coquelicots                     ;RUE DES COQUELICOTS                     ;COQUELICOT;21029; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DES COQUELICOTS           
00302;Rue des Dahlias                         ;RUE DES DAHLIAS                         ;DAHLIAS   ;21037; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DES DAHLIAS               
00303;Rue des Dominicains                     ;RUE DES DOMINICAINS                     ;DOMINICAIN;21045; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DES DOMINICAINS           
00304;Rue des Eglantiers                      ;RUE DES EGLANTIERS                      ;EGLANTIERS;21059; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DES EGLANTIERS            
00305;Rue des Etats-Unis                      ;RUE DES ETATS-UNIS                      ;ETATS-UNIS;21078; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DES ETATS-UNIS            
00306;Rue des Forains                         ;RUE DES FORAINS                         ;FORAINS   ;21099; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DES FORAINS               
00307;Rue des Foyers                          ;RUE DES FOYERS                          ;FOYERS    ;31005; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DES FOYERS                
00308;Rue des Franciscaines                   ;RUE DES FRANCISCAINES                   ;FRANCISCAI;31008; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DES FRANCISCAINES         
00309;Rue des Gaulois                         ;RUE DES GAULOIS                         ;GAULOIS   ;31019; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE DES GAULOIS               
06839;Place Emile Mousel                      ;PLACE EMILE MOUSEL                      ;MOUSEL    ;     ;?;N;          ;?;21.11.2000;  ;?;    ;?;00001; ;N;Place Emile Mousel            
00003;Allée des Résistants et des Déportés    ;ALLEE DES RESISTANTS ET DES DEPORTES    ;RESISTANTS;21555; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;A. DES RESISTANTS ET DEPORTES 
06778;Pont Joseph Bech                        ;PONT JOSEPH BECH                        ;BECH      ;     ;?;N;          ;?;20.11.2000;  ;?;    ;?;00001; ;N;Pont Joseph Bech              
00617;Rue Xavier de Feller                    ;RUE XAVIER DE FELLER                    ;FELLER    ;21086; ;N;          ;?;06.09.2011;  ;?;    ;?;00001; ;N;RUE XAVIER DE FELLER          
00618;Rue Yolande                             ;RUE YOLANDE                             ;YOLANDE   ;61091; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE YOLANDE                   
00619;Salzhof                                 ;SALZHOF                                 ;SALZHOF   ;51093; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;SALZHOF                       
00620;Sentier de Bricherhof                   ;SENTIER DE BRICHERHOF                   ;BRICHERHOF;11082; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;SENTIER DE BRICHERHOF         
00621;Sentier de l'Espérance                  ;SENTIER DE L'ESPERANCE                  ;ESPERANCE ;21074; ;N;          ;?;13.03.2014;  ;?;    ;?;00001; ;N;SENTIER DE L'ESPERANCE        
00622;Sentier de la Scierie                   ;SENTIER DE LA SCIERIE                   ;SCIERIE   ;61006; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;SENTIER DE LA SCIERIE         
00623;Square Edouard André                    ;SQUARE EDOUARD ANDRE                    ;ANDRE     ;11017; ;N;          ;?;19.05.2015;  ;?;    ;?;00001; ;N;SQUARE EDOUARD ANDRE          
00624;Tawioun                                 ;TAWIOUN                                 ;TAWIOUN   ;61033; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;TAWIOUN                       
00625;Val de Hamm                             ;VAL DE HAMM                             ;HAMM      ;31053; ;N;          ;?;04.02.2003;N ; ;2   ; ;00001; ;N;VAL DE HAMM                   
00626;Val des Bons-Malades                    ;VAL DES BONS-MALADES                    ;BONS-MALAD;41043; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;VAL DES BONS-MALADES          
00627;Val du Scheid                           ;VAL DU SCHEID                           ;SCHEID    ;11110; ;N;          ;?;04.02.2003;CR; ;234 ; ;00001; ;N;VAL DU SCHEID                 
00628;Val Fleuri                              ;VAL FLEURI                              ;FLEURI    ;21094; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;VAL FLEURI                    
00629;Val St André                            ;VAL ST ANDRE                            ;ANDRE     ;11018; ;N;          ;?;19.05.2015;  ;?;    ;?;00001; ;N;Val St André                  
06746;Eecherfeld                              ;EECHERFELD                              ;EECHERFELD;06746; ;O;          ;?;01.07.2005;  ;?;    ;?;00001; ;N;Eecherfeld                    
06747;Eydtmillen                              ;EYDTMILLEN                              ;EYDTMILLEN;06747; ;O;          ;?;01.07.2005;  ;?;    ;?;00001; ;N;Eydtmillen                    
06748;Beim Fetschebur                         ;BEIM FETSCHEBUR                         ;FETSCHEBUR;06748; ;N;          ;?;26.10.2021;  ;?;    ;?;00001; ;N;Beim Fetschebur               
00630;Val Ste Croix                           ;VAL STE CROIX                           ;CROIX     ;21033; ;N;          ;?;18.09.2009;  ;?;    ;?;00001; ;N;Val Ste Croix                 
06779;Rue Jean-Pierre Beckius                 ;RUE JEAN-PIERRE BECKIUS                 ;BECKIUS   ;10444; ;N;          ;?;20.11.2000;  ;?;    ;?;00001; ;N;Rue Jean-Pierre Beckius       
06780;Rue du Fort Berlaimont                  ;RUE DU FORT BERLAIMONT                  ;BERLAIMONT;91005; ;N;12.12.2014; ;12.12.2014;  ;?;    ;?;00001; ;N;Rue du Fort Berlaimont        
06781;Rue de Bitbourg                         ;RUE DE BITBOURG                         ;BITBOURG  ;11749; ;N;          ;?;20.11.2000;  ;?;    ;?;00001; ;N;Rue de Bitbourg               
06743;Bambësch                                ;BAMBESCH                                ;BAMBESCH  ;06743; ;O;          ;?;01.07.2005;CR; ;215 ; ;00001; ;N;Bambësch                      
06744;Crispinusbierg                          ;CRISPINUSBIERG                          ;CRISPINUS ;06744; ;O;          ;?;01.07.2005;  ;?;    ;?;00001; ;N;Crispinusbierg                
06745;Duderhaff                               ;DUDERHAFF                               ;DUDERHAFF ;06745; ;O;          ;?;01.07.2005;  ;?;    ;?;00001; ;N;Duderhaff                     
06749;Fetschenhaff                            ;FETSCHENHAFF                            ;FETSCHENHA;91036; ;O;          ;?;25.08.2000;  ;?;    ;?;00001; ;N;Fetschenhaff                  
06750;Rue du Glacis                           ;RUE DU GLACIS                           ;GLACIS    ;06750; ;O;          ;?;21.12.2010;  ;?;    ;?;00001; ;N;Rue du Glacis                 
06751;Hammerdelchen                           ;HAMMERDELCHEN                           ;HAMMERDEL ;31053; ;O;          ;?;25.08.2000;  ;?;    ;?;00001; ;N;Hammerdelchen                 
06752;Juegdschlass                            ;JUEGDSCHLASS                            ;JUEGD     ;     ;?;O;          ;?;25.08.2000;  ;?;    ;?;00001; ;N;Juegdschlass                  
06753;Kalchesbréck                            ;KALCHESBRECK                            ;KALCHES   ;19826; ;O;          ;?;25.08.2000;  ;?;    ;?;00001; ;N;Kalchesbréck                  
06754;Kockelscheier                           ;KOCKELSCHEIER                           ;KOCKEL    ;21377; ;O;          ;?;25.08.2000;  ;?;    ;?;00001; ;N;Kockelscheier                 
06773;Rue de l'Abattoir                       ;RUE DE L'ABATTOIR                       ;ABATTOIR  ;11001; ;N;          ;?;20.11.2000;  ;?;    ;?;00001; ;N;Rue de l'Abattoir             
06774;Pont Adolphe                            ;PONT ADOLPHE                            ;ADOLPHE   ;     ;?;N;          ;?;20.11.2000;  ;?;    ;?;00001; ;N;Pont Adolphe                  
06775;Rue Paul Albrecht                       ;RUE PAUL ALBRECHT                       ;ALBRECHT  ;10442; ;N;          ;?;20.11.2000;  ;?;    ;?;00001; ;N;Rue Paul Albrecht             
06782;Tunnel Albert Bousser                   ;TUNNEL ALBERT BOUSSER                   ;BOUSSER   ;     ;?;N;          ;?;18.09.2009;  ;?;    ;?;00001; ;N;Tunnel Albert Bousser         
06783;Rue Nicolas Bové                        ;RUE NICOLAS BOVE                        ;BOVE      ;11072; ;N;          ;?;20.11.2000;  ;?;    ;?;00001; ;N;Rue Nicolas Bové              
06784;Square Robert Brasseur                  ;SQUARE ROBERT BRASSEUR                  ;BRASSEUR  ;71066; ;N;          ;?;20.11.2000;  ;?;    ;?;00001; ;N;Square Robert Brasseur        
00004;Allée du Carmel                         ;ALLEE DU CARMEL                         ;CARMEL    ;10445; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;ALLEE DU CARMEL               
00131;Rue Alexandre Fleming                   ;RUE ALEXANDRE FLEMING                   ;FLEMING   ;21093; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE ALEXANDRE FLEMING         
00132;Rue Alfred de Musset                    ;RUE ALFRED DE MUSSET                    ;MUSSET    ;41093; ;N;          ;?;06.09.2011;  ;?;    ;?;00001; ;N;RUE ALFRED DE MUSSET          
00133;Rue Alfred Kowalsky                     ;RUE ALFRED KOWALSKY                     ;KOWALSKY  ;41003; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE ALFRED KOWALSKY           
00134;Rue Aloyse Kayser                       ;RUE ALOYSE KAYSER                       ;KAYSER    ;31091; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE ALOYSE KAYSER             
00135;Rue Alphonse Munchen                    ;RUE ALPHONSE MUNCHEN                    ;MUNCHEN   ;41089; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE ALPHONSE MUNCHEN          
00136;Rue Alphonse Rupprecht                  ;RUE ALPHONSE RUPPRECHT                  ;RUPPRECHT ;91555; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE ALPHONSE RUPPRECHT        
00137;Rue Anatole France                      ;RUE ANATOLE FRANCE                      ;FRANCE    ;31007; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE ANATOLE FRANCE            
00138;Rue André Chevalier                     ;RUE ANDRE CHEVALIER                     ;CHEVALIER ;21010; ;N;          ;?;18.06.2015;  ;?;    ;?;00001; ;N;RUE ANDRE CHEVALIER           
00139;Rue André Duchscher                     ;RUE ANDRE DUCHSCHER                     ;DUCHSCHER ;21048; ;N;          ;?;14.03.2016;  ;?;    ;?;00001; ;N;RUE ANDRE DUCHSCHER           
06809;Avenue Charles de Gaulle                ;AVENUE CHARLES DE GAULLE                ;GAULLE    ;10456; ;N;          ;?;21.11.2000;  ;?;    ;?;00001; ;N;Avenue Charles de Gaulle      
06810;Pont Grande-Duchesse Charlotte          ;PONT GRANDE-DUCHESSE CHARLOTTE          ;CHARLOTTE ;     ;?;N;          ;?;28.11.2000;N ; ;51  ; ;00001; ;N;Pont Grande-Duchesse Charlotte
06811;Rue Marie et Joseph Hackin              ;RUE MARIE ET JOSEPH HACKIN              ;Hackin    ;10169; ;N;          ;?;21.11.2000;  ;?;    ;?;00001; ;N;Rue Marie et Joseph Hackin    
00140;Rue Anne Beffort                        ;RUE ANNE BEFFORT                        ;BEFFORT   ;17015; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE ANNE BEFFORT              
00141;Rue Antoine                             ;RUE ANTOINE                             ;ANTOINE   ;11020; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE ANTOINE                   
00142;Rue Antoine Godart                      ;RUE ANTOINE GODART                      ;GODART    ;31032; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE ANTOINE GODART            
00143;Rue Antoine Jans                        ;RUE ANTOINE JANS                        ;JANS      ;11279; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE ANTOINE JANS              
00144;Rue Antoine Meyer                       ;RUE ANTOINE MEYER                       ;MEYER     ;41073; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE ANTOINE MEYER             
00145;Rue Antoine Zinnen                      ;RUE ANTOINE ZINNEN                      ;ZINNEN    ;61092; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE ANTOINE ZINNEN            
00146;Rue Antoine-François Van Der Meulen     ;RUE ANTOINE-FRANCOIS VAN DER MEULEN     ;MEULEN    ;41072; ;N;          ;?;02.07.2014;  ;?;    ;?;00001; ;N;RUE ANTOINE-F. VAN DER MEULEN 
00147;Rue Aristide Briand                     ;RUE ARISTIDE BRIAND                     ;BRIAND    ;11080; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE ARISTIDE BRIAND           
00148;Rue Arthur Herchen                      ;RUE ARTHUR HERCHEN                      ;HERCHEN   ;31062; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE ARTHUR HERCHEN            
00149;Rue Arthur Knaff                        ;RUE ARTHUR KNAFF                        ;KNAFF     ;31097; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE ARTHUR KNAFF              
00150;Rue Astrid                              ;RUE ASTRID                              ;ASTRID    ;11034; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE ASTRID                    
00151;Rue Auguste Charles                     ;RUE AUGUSTE CHARLES                     ;CHARLES   ;21005; ;N;          ;?;04.02.2003;CR; ;225 ; ;00001; ;N;RUE AUGUSTE CHARLES           
00152;Rue Auguste Laval                       ;RUE AUGUSTE LAVAL                       ;LAVAL     ;41016; ;N;          ;?;04.02.2003;N ; ;11  ; ;00001; ;N;RUE AUGUSTE LAVAL             
00153;Rue Auguste Letellier                   ;RUE AUGUSTE LETELLIER                   ;LETELLIER ;41025; ;N;          ;?;04.02.2003;  ;?;    ;?;00001; ;N;RUE AUGUSTE LETELLIER         
